N°,client,consultation_id,intitule_projet,lien,Selection
,Commune de Bouficha,S20250604879,بناء وتجهيزات كهربائية لدار الشباب في بوفيشة,https://www.tuneps.tn/portail/consultations/consultationdetails/239658/S20250604879,0
,Télévision Tunisienne,S20250700328,AMAANAMAN F 22 C; Panuau LED LeD Leed Leef مرنة RGB؛ A Pautorure Amarann 150 c RGBI لمدة 03 أيام في 4/05/06 تموز/يوليه 2025,https://www.tuneps.tn/portail/consultations/consultationdetails/241368/S20250700328,0
,Hôpital Aziza Othmana de Tunis,S20250700365,ثالثاً - المنظمات غير الحكومية,https://www.tuneps.tn/portail/consultations/consultationdetails/241393/S20250700365,0
,Ministère de la Défense Nationale,S20250605272,• تخصيص مكتب متابعة لمشروع تحسين مدخل القاعدة البحرية الرئيسية في بيزيرتي.,https://www.tuneps.tn/portail/consultations/consultationdetails/240089/S20250605272,0
,Direction Générale des Prisons et de la Rééducation,S20250606034,Achat de fournitures de réception pour la quatrième fois,https://www.tuneps.tn/portail/consultations/consultationdetails/240939/S20250606034,0
,Ministère de la Défense Nationale,S20250605295,فصـوات متنوعة,https://www.tuneps.tn/portail/consultations/consultationdetails/240118/S20250605295,0
,HCOULEDCHEMAKH - Hôpital de circonscription de Ouled Chemakh,S20250202704,عدد المكاتب,http://www.tunisurf.com/v3/?mod=6013&aoid=495191&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,"Direction Régionale de l’Equipement, de l’Habitat et de l’Aménagement du Territoire de Sfax",S20250605970,الإصلاحات الآلية الثانية للسيارات 13-151271 للمرة الثانية,https://www.tuneps.tn/portail/consultations/consultationdetails/240870/S20250605970,0
,Société Nationale d’Exploitation et de Distribution des Eaux,20250613196,"Fourniture, travaux d'installation et de mise en bon état de marche d’un moteur électrique 315KW-1000tr/min nécessaire pour la station de surpression SS3 à Bembla du Service des Stations de Pompages           et de Surpression de la Division Production des Eaux du Nord de la Direction territoriale de la production du centre et Sfax et Sud-Ouest.",https://www.tuneps.tn/portail/offres/details/94505/20250613196,0
,Commune de Moknine,20250700356,Achat de matériel de nettoyage et de voiries,https://www.tuneps.tn/portail/offres/details/96016/20250700356,0
,Hôpital Habib Bourguiba Sfax,S20250605124,Papier crêpé et filtres antibactériens,https://www.tuneps.tn/portail/consultations/consultationdetails/239925/S20250605124,0
,Commissariat Régional au Développement Agricole d’El Kef,S20250605392,Consultation n° 33/2025 : Maintenance de la pompe de la station de pompage n° 2 – Mallegue( Neber),https://www.tuneps.tn/portail/consultations/consultationdetails/240223/S20250605392,0
,MUNHASSIFARID - Municipalité de Hassi Farid,S20250202580,publication d'annonces dans les journaux,http://www.tunisurf.com/v3/?mod=6013&aoid=494949&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Commissariat régional de l’éducation de Zaghouan,S20250701763,Construction d'une clôture a l'ecole primaire rue de tunis el fahs 3-2025,https://www.tuneps.tn/portail/consultations/consultationdetails/243081/S20250701763,0
,Commissariat régional de l’éducation de Kairouan,S20250605816,travaux d'entretien de l'école primaire El aweyed Chrarreda pour la deuxième fois,https://www.tuneps.tn/portail/consultations/consultationdetails/240690/S20250605816,0
,Commissariat régional de l’éducation de Nabeul,S20250605299,اختبار فني لبعض المؤسسات التربوية برنامج 2025 - بولاية نابل,https://www.tuneps.tn/portail/consultations/consultationdetails/240122/S20250605299,0
,Commune de Bou Salem,S20250605023,acquisition peintures,https://www.tuneps.tn/portail/consultations/consultationdetails/239813/S20250605023,0
,Groupement de santé de base Beja,S20250605225,materiel medical,https://www.tuneps.tn/portail/consultations/consultationdetails/240038/S20250605225,0
,Société Nationale d’Exploitation et de Distribution des Eaux,20250613196,توفير وتركيب وتشغيل محرك كهربائي من طراز 315KW-1000tr/دقيقة اللازمة لمحطة الضغط الزائد SS-3 في بيمبلا التابعة لمحطة محطات بومباج وسركسبيون التابعة لشعبة إنتاج المياه الشمالية في مديرية الإنتاج الإقليمية الوسطى وصافاكس والجنوب الغربي.,https://www.tuneps.tn/portail/offres/details/94505/20250613196,0
,Commune de Moknine,20250700356,اقتناء معدات التنظيف والمجارير,https://www.tuneps.tn/portail/offres/details/96016/20250700356,0
,Hôpital Habib Bourguiba Sfax,S20250605124,الورق المكشَف ومرشحات البكترين,https://www.tuneps.tn/portail/consultations/consultationdetails/239925/S20250605124,0
,Commissariat Régional au Développement Agricole d’El Kef,S20250605392,المشاورة رقم 33/2025: صيانة المضخة في محطة الضخ رقم 2 - ماليجي (نيبر),https://www.tuneps.tn/portail/consultations/consultationdetails/240223/S20250605392,0
,MUNHASSIFARID - Municipalité de Hassi Farid,S20250202580,إعلانات في الصحف,http://www.tunisurf.com/v3/?mod=6013&aoid=494949&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Commissariat régional de l’éducation de Zaghouan,S20250701763,بناء سياج في مدرسة تونيس الفصص 3-2025,https://www.tuneps.tn/portail/consultations/consultationdetails/243081/S20250701763,0
,Commissariat régional de l’éducation de Kairouan,S20250605816,للمرة الثانية في مدرسة العويد شرردة الابتدائية,https://www.tuneps.tn/portail/consultations/consultationdetails/240690/S20250605816,0
,Commissariat régional de l’éducation de Nabeul,S20250605299,Test technique de certains établissements d &apos; enseignement: programme 2025 (État de Nabil),https://www.tuneps.tn/portail/consultations/consultationdetails/240122/S20250605299,0
,Commune de Bou Salem,S20250605023,بناءً على استخدام ط طقم,https://www.tuneps.tn/portail/consultations/consultationdetails/239813/S20250605023,0
,Groupement de santé de base Beja,S20250605225,مادتيل مامدي (مدي),https://www.tuneps.tn/portail/consultations/consultationdetails/240038/S20250605225,0
,AMILITAIRE - Académie Militaire,S20250202720,Acquisition Caméra thermique,http://www.tunisurf.com/v3/?mod=6013&aoid=495197&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Centre de greffe de Moelle osseuse,S20250701831,ACQUISITION DES COUCHES,https://www.tuneps.tn/portail/consultations/consultationdetails/243174/S20250701831,0
,Institut Hédi Raies d’Ophtalmologie,20250612887,VACANCES FAMILIALES DES AGENTS DE L’INSTITUT ET LEURS FAMILLES,https://www.tuneps.tn/portail/offres/details/94263/20250612887,0
,Commune de Gabes,20250614298,l’acquisition de :Lot N° 1 : un camion à benne tasseuse16-17 m3 et Lot N°2 : un camion à benne basculante 10 tonnes au profit de la commune de Gabés,https://www.tuneps.tn/portail/offres/details/95558/20250614298,0
,المستشفى الجهوي بجبنيانة,S20250604924,travaux d'aménagement pour la création d'une unité d'endoscopie à l'hôpital régional de jebéniana,https://www.tuneps.tn/portail/consultations/consultationdetails/239712/S20250604924,0
,Société Régionale de Transport du Gouvernorat de Sfax,S20250701767,TURBO COMPRESSEUR B12M,https://www.tuneps.tn/portail/consultations/consultationdetails/243086/S20250701767,0
,Ministère de la Défense Nationale,S20250605187,أشغال تهيئة محل لخزانات الماء الوقود بميناء الكتف ببن قردان,https://www.tuneps.tn/portail/consultations/consultationdetails/239998/S20250605187,0
,Commune de Mahdia,20250700366,service de collecte des dechets et de balayage de la zone de hiboun de la ville de Mahdia,https://www.tuneps.tn/portail/offres/details/96032/20250700366,0
,Société des Industries Pharmceutiques de Tunisie,S20250605951,SIGNATURE ELECTRONIQUE,https://www.tuneps.tn/portail/consultations/consultationdetails/240846/S20250605951,0
,Cité universitaire Kelibia,S20250605213,Acquisition matériel audio-visuel,https://www.tuneps.tn/portail/consultations/consultationdetails/240025/S20250605213,0
,AMILITAIRE - Académie Militaire,S20250202720,ضمانة الطاقة الحرارية,http://www.tunisurf.com/v3/?mod=6013&aoid=495197&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Centre de greffe de Moelle osseuse,S20250701831,ثانياً - إزالة المواد المستنفدة لطبقة الأوزون,https://www.tuneps.tn/portail/consultations/consultationdetails/243174/S20250701831,0
,Institut Hédi Raies d’Ophtalmologie,20250612887,الأسر المعيشية لموظفي الخدمة المدنية الدولية وعائلاتهم,https://www.tuneps.tn/portail/offres/details/94263/20250612887,0
,Commune de Gabes,20250614298,شراء: Lot No 1: شاحنة ذات رفوف قليّة 16-17 م3 م3 وLot No 2: شاحنة ذات قلّة سالكة 10 أطنان لصالح بلدية غابيس,https://www.tuneps.tn/portail/offres/details/95558/20250614298,0
,المستشفى الجهوي بجبنيانة,S20250604924,إنشاء وحدة للتنظير في المستشفى الإقليمي في جيبينيانا,https://www.tuneps.tn/portail/consultations/consultationdetails/239712/S20250604924,0
,Société Régionale de Transport du Gouvernorat de Sfax,S20250701767,TURBO P12M,https://www.tuneps.tn/portail/consultations/consultationdetails/243086/S20250701767,0
,Ministère de la Défense Nationale,S20250605187,Travaux d &apos; aménagement d &apos; une citerne à eau,https://www.tuneps.tn/portail/consultations/consultationdetails/239998/S20250605187,0
,Commune de Mahdia,20250700366,جمع ومسح منطقة هيبون في مدينة مهدة,https://www.tuneps.tn/portail/offres/details/96032/20250700366,0
,Société des Industries Pharmceutiques de Tunisie,S20250605951,- - - - - - - - - - - - - - -,https://www.tuneps.tn/portail/consultations/consultationdetails/240846/S20250605951,0
,Cité universitaire Kelibia,S20250605213,اقتناء معدات سمعية وبصرية,https://www.tuneps.tn/portail/consultations/consultationdetails/240025/S20250605213,0
,Commune d’Utique,S20250701847,Consultation pour travaux d'installation des poteaux décoratif dans une zone verte a Utique,https://www.tuneps.tn/portail/consultations/consultationdetails/243192/S20250701847,0
,Hôpital Régional de Menzel Bourguiba,S20250604965,Travaux d'aménagement au sein du Service ORL,https://www.tuneps.tn/portail/consultations/consultationdetails/239753/S20250604965,0
,Institut Supérieur des Etudes Technologiques de Tozeur,20250700063,Acquisition du matériel didactique en Automatisme Industriel Avancé,https://www.tuneps.tn/portail/offres/details/95674/20250700063,0
,Commune de Mornag,S20250604861,القيام بدراسة  لتوسعة شبكة التنوير العمومي ببلدية مرناق برنامج 2025,https://www.tuneps.tn/portail/consultations/consultationdetails/239637/S20250604861,0
,Prison Gafsa,S20250700256,إستشارة قصد إقتناء ملابس جاهزة للعملة,https://www.tuneps.tn/portail/consultations/consultationdetails/241273/S20250700256,0
,Commissariat régional des affaires de la femme et la famille de sfax,S20250605656,إستشارة ألعاب خارجية,https://www.tuneps.tn/portail/consultations/consultationdetails/240507/S20250605656,0
,Commune Rakada,20250614104,Acquisition d’un camion à benne tasseuse 7 m3au profit de la commune de Raccada,https://www.tuneps.tn/portail/offres/details/95356/20250614104,0
,Centre Intégré De La Jeunesse Et De l’enfance  Sousse,S20250701841,produits d'hygiène,https://www.tuneps.tn/portail/consultations/consultationdetails/243186/S20250701841,0
,Hôpital La Rabta de Tunis,S20250605096,Travaux d'instalation d'un circuit de secours au n iveau du chambre froide pharmùacie interne,https://www.tuneps.tn/portail/consultations/consultationdetails/239895/S20250605096,0
,المستشفى الجهوي بجبنيانة,S20250505071,fourniture et pose des climatiseurs et acquisition divers équipements,https://www.tuneps.tn/portail/consultations/consultationdetails/232498/S20250505071,0
,Commune d’Utique,S20250701847,مشاورات بشأن تركيب الأعمدة التزيديّة في المنطقة الخضراء (أأأ),https://www.tuneps.tn/portail/consultations/consultationdetails/243192/S20250701847,0
,Hôpital Régional de Menzel Bourguiba,S20250604965,أعمال التطوير داخل دائرة الخدمات ORL,https://www.tuneps.tn/portail/consultations/consultationdetails/239753/S20250604965,0
,Institut Supérieur des Etudes Technologiques de Tozeur,20250700063,الحصول على المواد التعليمية في مجال المهارات الأساسية الصناعية,https://www.tuneps.tn/portail/offres/details/95674/20250700063,0
,Commune de Mornag,S20250604861,Réalisation d &apos; une étude sur l &apos; expansion du réseau d &apos; éclairage public de la municipalité de Mercure (Programme 2025),https://www.tuneps.tn/portail/consultations/consultationdetails/239637/S20250604861,0
,Prison Gafsa,S20250700256,Une consultation pour acheter des vêtements prêts pour la monnaie.,https://www.tuneps.tn/portail/consultations/consultationdetails/241273/S20250700256,0
,Commissariat régional des affaires de la femme et la famille de sfax,S20250605656,Je suis consultante pour des jeux extérieurs.,https://www.tuneps.tn/portail/consultations/consultationdetails/240507/S20250605656,0
,Commune Rakada,20250614104,شراء شاحنة قلّة من طراز 7 أمتار مكعبة من بلدة الرققة,https://www.tuneps.tn/portail/offres/details/95356/20250614104,0
,Centre Intégré De La Jeunesse Et De l’enfance  Sousse,S20250701841,منظمة الصحة العالمية,https://www.tuneps.tn/portail/consultations/consultationdetails/243186/S20250701841,0
,Hôpital La Rabta de Tunis,S20250605096,العمل على تركيب دائرة احتياطية في غرفة التبريد الداخلية في فرمديلاسيا داخلية,https://www.tuneps.tn/portail/consultations/consultationdetails/239895/S20250605096,0
,المستشفى الجهوي بجبنيانة,S20250505071,تركيب وتركيب واقتناء معدات متنوعة,https://www.tuneps.tn/portail/consultations/consultationdetails/232498/S20250505071,0
,Conseil régional de Sidi Bouzid,20250613011,"AMENAGEMENT ET REVETEMENT
 DES PISTES RURALES 
DANS LE GOUVERNORAT DE SIDI BOUZID
PROGRAMME PDI 2025 
REPARTIS EN 4 LOTS",https://www.tuneps.tn/portail/offres/details/94395/20250613011,0
,Institut Supérieur des Etudes Technologiques de Tozeur,S20250700310,"Appel à manifestation d’intérêt pour le recrutement d’un cabinet, d’une structure ou d’un organisme de formation pour une Formation & certification en Automatisme Industriel avancé (Advanced & Expert) pour les enseignants »",https://www.tuneps.tn/portail/consultations/consultationdetails/241331/S20250700310,0
,"Ministère de l’Equipement, l’habitat et l’aménagement du territoire",S20250605242,Acquisition de pièce de rechange pour voiture R KANGOO N° 13-142442,https://www.tuneps.tn/portail/consultations/consultationdetails/240055/S20250605242,0
,"Centre Technique de la Création, d’Innovation et d’Encadrement du Tapis et du Tissage",S20250701772,Positionnement stratégique du Centre technique de création du tapis et de Tissage à l’horizon 2035,https://www.tuneps.tn/portail/consultations/consultationdetails/243091/S20250701772,0
,Commune de Sers,S20250604954,acquistion pneumatique pour la commune de sers,https://www.tuneps.tn/portail/consultations/consultationdetails/239742/S20250604954,0
,Ministère de la Défense Nationale,S20250605309,حول إقتناء معدات كهرومنزلية منقولة إلى الإدارة العامة للهندسة العسكرية بوادي الليل,https://www.tuneps.tn/portail/consultations/consultationdetails/240132/S20250605309,0
,Société Tunisie Autoroutes,S20250701708,Demande d'offre de prix des pièces Automobile,https://www.tuneps.tn/portail/consultations/consultationdetails/243015/S20250701708,0
,Commune Tina,20250501183,Travaux d'éclairage public dans les zones d'extensions - programme FICOL II,https://www.tuneps.tn/portail/offres/details/87851/20250501183,0
,Cour des comptes,20250700046,"Acquisition et installation d’équipements réseau-et de sécurité informatique
au profit de la Cour des comptes",https://www.tuneps.tn/portail/offres/details/95650/20250700046,0
,Commune sidi Bouzid,20250700050,"AMENAGEMENT DES JARDIN DANS LA COMMUNE DE SIDI BOUZID( CITE AGRICOLE,CITE ERRAWABI,CITE YASAMINE)",https://www.tuneps.tn/portail/offres/details/95656/20250700050,0
,Conseil régional de Sidi Bouzid,20250613011,تعديل وإنعاش الكلورديكون في منطقة صيد بدي بوزيد البرنامج الخامس عشر من عام 2025 المقسّمة إلى أربع,https://www.tuneps.tn/portail/offres/details/94395/20250613011,0
,Institut Supérieur des Etudes Technologiques de Tozeur,S20250700310,الدعوة إلى إبداء الاهتمام بتعيين شركة أو هيكل أو وكالة تدريب لتدريب المعلمين على التدريب المتقدم في مجال العمل الآلي في الصناعة المتقدمة ومنحهم شهادات الاعتماد (التقدم والخبير),https://www.tuneps.tn/portail/consultations/consultationdetails/241331/S20250700310,0
,"Ministère de l’Equipement, l’habitat et l’aménagement du territoire",S20250605242,طائرة طراز RKANGOO No 13-14-142442,https://www.tuneps.tn/portail/consultations/consultationdetails/240055/S20250605242,0
,"Centre Technique de la Création, d’Innovation et d’Encadrement du Tapis et du Tissage",S20250701772,المركز التقني لإنشاء السجاد والنسيج بحلول عام ٢٠٣٥,https://www.tuneps.tn/portail/consultations/consultationdetails/243091/S20250701772,0
,Commune de Sers,S20250604954,(أ) زيادة في المستوى العام للخدمة,https://www.tuneps.tn/portail/consultations/consultationdetails/239742/S20250604954,0
,Ministère de la Défense Nationale,S20250605309,Sur l'acquisition de matériel électroménager transféré à la Direction générale du génie militaire de la vallée du Nil.,https://www.tuneps.tn/portail/consultations/consultationdetails/240132/S20250605309,0
,Société Tunisie Autoroutes,S20250701708,طلب عروض أسعار السيارات,https://www.tuneps.tn/portail/consultations/consultationdetails/243015/S20250701708,0
,Commune Tina,20250501183,مشروع الإضاءة العامة في مناطق التوسع - البرنامج الثاني,https://www.tuneps.tn/portail/offres/details/87851/20250501183,0
,Cour des comptes,20250700046,اقتناء وتركيب معدات الشبكة - أمن المعلومات وأمن تكنولوجيا المعلومات لمكتب مراجعة الحسابات,https://www.tuneps.tn/portail/offres/details/95650/20250700046,0
,Commune sidi Bouzid,20250700050,تحسين أحوال الجزيرةن في منطقة سيد بوزايد) )المنطقة الزراعية، المنطقة البرية، المنطقة البرية، المنطقة الياسامينية(,https://www.tuneps.tn/portail/offres/details/95656/20250700050,0
,Société Tunisienne de Sidérurgie ELFOULADH,S20250605490,Lot d'outillage suivant spécification technique en pièce jointe,https://www.tuneps.tn/portail/consultations/consultationdetails/240335/S20250605490,0
,Centre Informatique du Ministère de la Santé,S20250605316,Pare-brise Avant du 1ér choix  pour la voiture Mirage,https://www.tuneps.tn/portail/consultations/consultationdetails/240139/S20250605316,0
,Institut Supérieur de Musique de Sousse,S20250700363,achat de produit de quincaillerie,https://www.tuneps.tn/portail/consultations/consultationdetails/241391/S20250700363,0
,"Direction Régionale de l’Equipement, de l’Habitat et de l’Aménagement du Territoire de Jendouba",20250614276,دراسة إعادة بناء جسر على وادي الكبير بالطريق الوطنية رقم 07 ن.ك 165+890  مدينة طبرقة بولاية جندوبة.,https://www.tuneps.tn/portail/offres/details/95540/20250614276,0
,Prison De Morneg,S20250605273,MY DOG,https://www.tuneps.tn/portail/consultations/consultationdetails/240090/S20250605273,0
,Hôpital Charles Nicolle de Tunis,S20250605100,Acquisition des fournitures pour le service Médecine Légale,https://www.tuneps.tn/portail/consultations/consultationdetails/239899/S20250605100,0
,Commune de Sers,S20250605605,rehabilitation des parcs urbains  (achat d’équipements récréatifs pour les enfants et les jeunes Avec pose ),https://www.tuneps.tn/portail/consultations/consultationdetails/240452/S20250605605,0
,Ministère de l’Intérieur,S20250605762,اقتناء مواد مستهلكات مخبرية,https://www.tuneps.tn/portail/consultations/consultationdetails/240627/S20250605762,0
,Hôpital Sahloul de Sousse,S20250604928,Fourniture et pose de vanne d'isolation d'alimentation eau potable-bâche à eau,https://www.tuneps.tn/portail/consultations/consultationdetails/239716/S20250604928,0
,Commissariat Régional au Développement Agricole de Béja,S20250606053,Acquisition des conduites et pièces spéciales en PEHD Pour la maintenance des réseaux d’eau potable  au gouvernorat de Béja,https://www.tuneps.tn/portail/consultations/consultationdetails/240961/S20250606053,0
,Société Tunisienne de Sidérurgie ELFOULADH,S20250605490,ملحقات ملحقة,https://www.tuneps.tn/portail/consultations/consultationdetails/240335/S20250605490,0
,Centre Informatique du Ministère de la Santé,S20250605316,"قبل الاختيار الأول لسيارة ""ميرج""",https://www.tuneps.tn/portail/consultations/consultationdetails/240139/S20250605316,0
,Institut Supérieur de Musique de Sousse,S20250700363,مُنتَج شراء منتَج مُصَدَّر,https://www.tuneps.tn/portail/consultations/consultationdetails/241391/S20250700363,0
,"Direction Régionale de l’Equipement, de l’Habitat et de l’Aménagement du Territoire de Jendouba",20250614276,"Étude de la reconstruction d &apos; un pont sur Wadi al-Kabar, sur la route nationale no 07 NK 165 + 890, ville de Tupraka, dans l &apos; État de Jindouba.",https://www.tuneps.tn/portail/offres/details/95540/20250614276,0
,Prison De Morneg,S20250605273,من طراز MY DOOG,https://www.tuneps.tn/portail/consultations/consultationdetails/240090/S20250605273,0
,Hôpital Charles Nicolle de Tunis,S20250605100,شراء لوازم لدائرة الخدمات الطبية,https://www.tuneps.tn/portail/consultations/consultationdetails/239899/S20250605100,0
,Commune de Sers,S20250605605,إعادة تأهيل المتنزهات الحضرية (شراء معدات ترفيهية للأطفال والشباب),https://www.tuneps.tn/portail/consultations/consultationdetails/240452/S20250605605,0
,Ministère de l’Intérieur,S20250605762,Achat de matériel de laboratoire,https://www.tuneps.tn/portail/consultations/consultationdetails/240627/S20250605762,0
,Hôpital Sahloul de Sousse,S20250604928,توفير وزرع صمام عازل للإمداد بمياه الشرب المأمونة,https://www.tuneps.tn/portail/consultations/consultationdetails/239716/S20250604928,0
,Commissariat Régional au Développement Agricole de Béja,S20250606053,شراء خطوط الأنابيب والقطع الخاصة للحفاظ على شبكات مياه الشرب في محافظة البيجة,https://www.tuneps.tn/portail/consultations/consultationdetails/240961/S20250606053,0
,Hôpital Charles Nicolle de Tunis,S20250701823,FILS DE SUTURES,https://www.tuneps.tn/portail/consultations/consultationdetails/243163/S20250701823,0
,Hopital regional de jendouba,S20250605942,Réparation et mise en service des deux ascenseurs de la marque ORONA 630 Kg  à l’hôpital régional de Jendouba,https://www.tuneps.tn/portail/consultations/consultationdetails/240837/S20250605942,0
,Conseil Régional du Gouvernorat de Nabeul,S20250701845,باختبار فني معمق و شامل على مقر معتمدية نابل,https://www.tuneps.tn/portail/consultations/consultationdetails/243190/S20250701845,0
,Prison civile Mornaguia,S20250701716,Toner SHARP,https://www.tuneps.tn/portail/consultations/consultationdetails/243025/S20250701716,0
,Office de la Marine Marchande et des Ports,S20250701783,ACHAT PRODUIT DE NETTOYAGE POUR LA DIRECTION PORT DE RADES,https://www.tuneps.tn/portail/consultations/consultationdetails/243102/S20250701783,0
,Gouvernorat de Sfax,S20250605924,41/2025--إتلاف مراكب بحرية مجمعة بميناء صفاقس,https://www.tuneps.tn/portail/consultations/consultationdetails/240812/S20250605924,0
,Commune de Sidi Bouali,S20250604969,ACQUISITION PNEUS,https://www.tuneps.tn/portail/consultations/consultationdetails/239757/S20250604969,0
,Prison Civile De Sfax,S20250701837,إقتناء أجهزة تلفاز لفائدة الوحدة,https://www.tuneps.tn/portail/consultations/consultationdetails/243181/S20250701837,0
,Commissariat régional de l’éducation de Kairouan,20250501287,Travaux d'extension de l'école préparatoire Pilote jaafer Majed Kairouan sud,https://www.tuneps.tn/portail/offres/details/88062/20250501287,0
,Société Tunisienne de Sidérurgie ELFOULADH,S20250605734,Achat extincteur et poudre.,https://www.tuneps.tn/portail/consultations/consultationdetails/240586/S20250605734,0
,Hôpital Charles Nicolle de Tunis,S20250701823,"""مفارز للناقيين """,https://www.tuneps.tn/portail/consultations/consultationdetails/243163/S20250701823,0
,Hopital regional de jendouba,S20250605942,إصلاح وتشغيل مصعدين من طراز ORONA 630 كيلو غرام في مستشفى جندوبا الإقليمي,https://www.tuneps.tn/portail/consultations/consultationdetails/240837/S20250605942,0
,Conseil Régional du Gouvernorat de Nabeul,S20250701845,Avec un examen technique approfondi et complet sur le siège de Nabal.,https://www.tuneps.tn/portail/consultations/consultationdetails/243190/S20250701845,0
,Prison civile Mornaguia,S20250701716,من طراز Toner Sشارب,https://www.tuneps.tn/portail/consultations/consultationdetails/243025/S20250701716,0
,Office de la Marine Marchande et des Ports,S20250701783,مقتـول مـن مصـدرات مـن,https://www.tuneps.tn/portail/consultations/consultationdetails/243102/S20250701783,0
,Gouvernorat de Sfax,S20250605924,41/2025. Destruction de bateaux de pêche regroupés dans le port de Saqqas,https://www.tuneps.tn/portail/consultations/consultationdetails/240812/S20250605924,0
,Commune de Sidi Bouali,S20250604969,"""الحياة الأنثوية""",https://www.tuneps.tn/portail/consultations/consultationdetails/239757/S20250604969,0
,Prison Civile De Sfax,S20250701837,Achat de télé pour l'unité.,https://www.tuneps.tn/portail/consultations/consultationdetails/243181/S20250701837,0
,Commissariat régional de l’éducation de Kairouan,20250501287,توسيع نطاق عمل المدرسة الإعدادية للبطوطوط jafer Majed Kairuran جنوبي,https://www.tuneps.tn/portail/offres/details/88062/20250501287,0
,Société Tunisienne de Sidérurgie ELFOULADH,S20250605734,ومسحوق الإطفاء والمسحوق.,https://www.tuneps.tn/portail/consultations/consultationdetails/240586/S20250605734,0
,Société Tunisienne d’Electricité et de Gaz,S20250700308,MISSION DE CONTROLE TECHNIQUE ET DE SOLIDITE DES PROJETS :  1 : PROJET DE REAMENAGEMENT ET D'EXTENSION DU SIEGE SOCIAL  2 : PROJET DE CONSTRUCTION DE L'AGENCE D’AIN ZAGHOUAN NORD  3 : PROJET DE CONSTRUCTION DE L'AGENCE BOUHAJLA,https://www.tuneps.tn/portail/consultations/consultationdetails/241329/S20250700308,0
,Société Tunisienne de Sidérurgie ELFOULADH,S20250605806,"Travaux d’entretien et remise en état des climatiseurs des locaux relevant du ""Service Sécurité""",https://www.tuneps.tn/portail/consultations/consultationdetails/240679/S20250605806,0
,Complexe Sanitaire du Jebel El Oust,S20250505103,pour travaux de débouchage pour a la canalisation P.P.R 110mm pour la 2ème fois,https://www.tuneps.tn/portail/consultations/consultationdetails/232541/S20250505103,0
,CENTRE NATIONAL DE RADIO PROTECTION,S20250605938,Achat 01 Unité de traitement d’image noir et couleur pour imprimante Lexmark C2425,https://www.tuneps.tn/portail/consultations/consultationdetails/240831/S20250605938,0
,Conseil Régional du Gouvernorat de Nabeul,S20250701840,اختبار فني معمق على الأسس على  الجامع الكبير بنابل,https://www.tuneps.tn/portail/consultations/consultationdetails/243185/S20250701840,0
,Hôpital circonscription de Souassi,S20250505086,استشارة حاويات حائطية,https://www.tuneps.tn/portail/consultations/consultationdetails/232520/S20250505086,0
,Hôpital de circonscription de sbiba,S20250605142,achat des habillements pour les ouvriers et les agents de réception,https://www.tuneps.tn/portail/consultations/consultationdetails/239947/S20250605142,0
,MUNMONASTIR - Municipalité de Monastir,S20250202835,Acquisition de cartouches de chasse,http://www.tunisurf.com/v3/?mod=6013&aoid=495247&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Hôpital Régional Sadok Mkaddem de Djerba,S20250604955,Fourniture et pose de mini station de traitement d'eau pour service hémodialyse,https://www.tuneps.tn/portail/consultations/consultationdetails/239743/S20250604955,0
,Mairie de Tunis,S20250605509,"Achat d'équipements (jeux extérieurs et intérieurs, éducatifs et récréatifs) au profit des établissements scolaires de la Municipalité de Tunis pour l'année 2025",https://www.tuneps.tn/portail/consultations/consultationdetails/240356/S20250605509,0
,Société Tunisienne d’Electricité et de Gaz,S20250700308,أولاً: مشروع التعديل والعزلة المقترحان لأمانة الأمانة الاجتماعية 2: مشروع البناء المقترح لإدارة شمال زوجوا الشمالية في غزة: مشروع البناء المقترح,https://www.tuneps.tn/portail/consultations/consultationdetails/241329/S20250700308,0
,Société Tunisienne de Sidérurgie ELFOULADH,S20250605806,"أعمال صيانة وإصلاح أجهزة تكييف الهواء في مرافق ""دائرة خدمات الأمن""",https://www.tuneps.tn/portail/consultations/consultationdetails/240679/S20250605806,0
,Complexe Sanitaire du Jebel El Oust,S20250505103,للمرة الثانية في خط أنابيب P.P.P.R. 110 مم للمرة الثانية,https://www.tuneps.tn/portail/consultations/consultationdetails/232541/S20250505103,0
,CENTRE NATIONAL DE RADIO PROTECTION,S20250605938,وحدة معالجة الصور السوداء واللون لطابة ليكسمارك C2425,https://www.tuneps.tn/portail/consultations/consultationdetails/240831/S20250605938,0
,Conseil Régional du Gouvernorat de Nabeul,S20250701840,Un examen technique approfondi sur les fondations de la grande collection de Nabal.,https://www.tuneps.tn/portail/consultations/consultationdetails/243185/S20250701840,0
,Hôpital circonscription de Souassi,S20250505086,Consultation de conteneurs muraux,https://www.tuneps.tn/portail/consultations/consultationdetails/232520/S20250505086,0
,Hôpital de circonscription de sbiba,S20250605142,شراء ملابس للعمال ووكلاء الاستلام,https://www.tuneps.tn/portail/consultations/consultationdetails/239947/S20250605142,0
